背番,名前,席,打率,試合,打席,打数,得点,安打,内安,内安率,２Ｂ,３Ｂ,本塁,HR勝敗,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,出塁率,長打率,OPS,year,team
44,大道典嘉,右,.000,5,5,5,0,0,0,-,0,0,0,-,0,0,1,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2010,G
45,小田嶋正邦,右,.214,14,15,14,0,3,1,33.3,0,0,0,-,3,1,5,1,0,0,0,0,0,0,-,0,0,0,.267,.214,.481,2010,G
48,矢野謙次,右,.311,42,88,74,8,23,1,4.3,4,1,2,1-1-0,35,13,11,10,0,0,4,0,0,2,0.0,2,0,1,.393,.473,.866,2010,G
50,加治前竜一,右,.000,4,4,3,0,0,0,-,0,0,0,-,0,0,0,0,0,0,1,0,0,0,-,0,0,0,.000,.000,.000,2010,G
51,古城茂幸,左,.244,67,96,82,10,20,2,10.0,1,0,2,1-1-0,27,7,17,10,1,3,1,0,2,1,66.7,8,0,3,.347,.329,.677,2010,G
52,円谷英俊,左,-,1,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2010,G
53,實松一成,右,.000,2,2,2,0,0,0,-,0,0,0,-,0,0,2,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2010,G
55,大田泰示,右,.000,2,6,6,0,0,0,-,0,0,0,-,0,0,1,0,0,0,0,0,0,0,-,1,0,0,.000,.000,.000,2010,G
61,中井大介,右,.000,6,7,6,1,0,0,-,0,0,0,-,0,0,3,0,0,1,0,0,0,0,-,1,0,0,.143,.000,.143,2010,G
94,橋本到,左,.000,2,1,1,0,0,0,-,0,0,0,-,0,0,1,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2010,G
11,久保裕也,右,.000,79,2,2,0,0,0,-,0,0,0,-,0,0,2,0,0,0,0,0,0,0,-,1,0,0,.000,.000,.000,2010,G
13,高木康成,左,.000,21,2,2,0,0,0,-,0,0,0,-,0,0,1,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2010,G
17,東野峻,右,.125,27,45,40,2,5,0,0.0,1,0,0,-,6,1,22,1,0,0,4,0,0,0,-,0,0,0,.146,.150,.296,2010,G
19,土本恭平,右,-,4,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2010,G
20,豊田清,右,-,16,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2010,G
22,越智大祐,右,.333,59,3,3,1,1,0,0.0,1,0,0,-,2,2,1,0,0,0,0,0,0,0,-,2,0,0,.333,.667,1.000,2010,G
26,内海哲也,左,.133,27,54,45,2,6,1,16.7,1,0,0,-,7,4,20,1,0,0,8,0,0,0,-,1,0,0,.152,.156,.308,2010,G
28,金刃憲人,左,-,21,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2010,G
29,グライシンガー,右,.000,6,8,8,0,0,0,-,0,0,0,-,0,0,5,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2010,G
30,小林雅英,右,-,12,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2010,G
33,野間口貴彦,右,.000,12,2,2,0,0,0,-,0,0,0,-,0,0,2,0,0,0,0,0,0,0,-,1,0,0,.000,.000,.000,2010,G
35,西村健太朗,右,.048,14,26,21,0,1,0,0.0,0,0,0,-,1,0,12,0,0,0,5,0,0,0,-,0,0,0,.048,.048,.095,2010,G
36,ＭＩＣＨＥＡＬ,右,.000,37,1,1,0,0,0,-,0,0,0,-,0,0,1,0,0,0,0,0,0,0,-,1,0,0,.000,.000,.000,2010,G
41,ロメロ,右,-,6,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,1,0,0,-,-,.000,2010,G
42,クルーン,右,.000,52,1,1,0,0,0,-,0,0,0,-,0,0,1,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2010,G
47,山口鉄也,左,.125,73,8,8,0,1,0,0.0,0,0,0,-,1,0,4,0,0,0,0,0,0,0,-,1,0,0,.125,.125,.250,2010,G
49,ゴンザレス,右,.081,25,43,37,1,3,0,0.0,0,0,0,-,3,0,11,1,0,1,4,0,0,0,-,1,0,0,.128,.081,.209,2010,G
59,福田聡志,右,.200,18,10,10,1,2,0,0.0,0,0,0,-,2,0,1,0,0,0,0,0,0,0,-,1,0,0,.200,.200,.400,2010,G
62,上野貴久,左,-,1,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2010,G
63,中里篤史,右,-,2,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2010,G
68,朝井秀樹,右,.000,10,17,14,0,0,0,-,0,0,0,-,0,0,5,1,0,0,2,0,0,0,-,1,0,0,.067,.000,.067,2010,G
91,オビスポ,右,.154,14,14,13,1,2,0,0.0,0,0,1,1-0-0,5,1,5,0,0,0,1,0,0,0,-,1,0,0,.154,.385,.538,2010,G
95,星野真澄,左,.000,34,2,1,0,0,0,-,0,0,0,-,0,0,1,0,0,0,1,0,0,0,-,0,0,0,.000,.000,.000,2010,G
96,林イー豪,右,.000,2,1,1,0,0,0,-,0,0,0,-,0,0,1,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2010,G
97,黄志龍,右,-,3,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2010,G
99,藤井秀悟,左,.237,23,42,38,3,9,0,0.0,3,0,0,-,12,1,12,1,0,1,2,0,0,0,-,0,0,0,.275,.316,.591,2010,G
00,寺内崇幸,右,.178,73,128,107,13,19,0,0.0,4,0,0,-,23,8,26,4,0,1,16,0,6,0,100.0,3,0,1,.214,.215,.429,2011,G
0,大村三郎,右,.243,48,111,103,10,25,1,4.0,5,0,1,0-1-0,33,9,26,7,0,0,1,0,0,2,0.0,0,0,2,.291,.320,.611,2011,G
2,小笠原道大,左,.242,83,314,281,21,68,8,11.8,12,0,5,4-1-0,95,20,66,27,1,4,0,2,1,3,25.0,1,0,4,.315,.338,.653,2011,G
5,ラミレス,右,.279,137,515,477,39,133,9,6.8,12,1,23,14-7-1,216,73,72,30,1,3,0,5,2,1,66.7,3,0,9,.322,.453,.775,2011,G
6,坂本勇人,右,.262,144,624,568,69,149,11,7.4,27,2,16,7-8-1,228,59,91,37,8,6,10,3,8,1,88.9,18,0,3,.313,.401,.714,2011,G
7,長野久義,右,.316,140,578,519,58,164,16,9.8,20,4,17,10-6-1,243,69,85,48,5,6,3,2,19,8,70.4,3,0,11,.379,.468,.847,2011,G
8,谷佳知,右,.274,83,142,135,9,37,2,5.4,4,1,0,-,43,7,30,4,0,0,1,2,2,1,66.7,2,0,3,.291,.319,.609,2011,G
9,亀井義行,左,.246,111,308,284,27,70,4,5.7,13,2,3,1-1-1,96,24,43,14,3,1,8,1,7,1,87.5,6,0,5,.283,.338,.621,2011,G
10,阿部慎之助,左,.292,114,437,390,45,114,6,5.3,21,0,20,15-2-1,195,61,66,35,2,9,2,1,1,1,50.0,2,3,12,.363,.500,.863,2011,G
12,鈴木尚広,両,.190,90,68,58,24,11,1,9.1,2,0,0,-,13,0,13,4,0,1,5,0,18,5,78.3,0,0,3,.254,.224,.478,2011,G
23,脇谷亮太,左,.175,53,167,154,12,27,1,3.7,3,2,0,-,34,10,24,6,1,2,4,1,7,2,77.8,3,0,0,.215,.221,.436,2011,G
24,高橋由伸,左,.246,95,301,256,35,63,4,6.3,13,0,15,7-7-1,121,37,64,40,1,4,1,0,0,1,0.0,0,0,9,.357,.473,.829,2011,G
25,フィールズ,右,.202,40,116,109,9,22,1,4.5,4,1,2,2-0-0,34,9,32,4,0,2,0,1,0,0,-,0,0,2,.241,.312,.553,2011,G
31,高橋信二,右,.182,27,49,44,1,8,0,0.0,2,0,0,-,10,3,8,4,0,0,1,0,0,1,0.0,2,0,0,.250,.227,.477,2011,G
32,松本哲也,左,.053,20,19,19,2,1,0,0.0,0,0,0,-,1,0,4,0,0,0,0,0,0,0,-,0,0,1,.053,.053,.105,2011,G
33,ライアル,右,.198,33,101,96,6,19,0,0.0,4,0,0,-,23,4,31,4,0,1,0,0,0,1,0.0,3,0,2,.238,.240,.477,2011,G
40,加藤健,右,.152,21,39,33,1,5,0,0.0,1,0,1,1-0-0,9,5,10,5,3,0,1,0,0,0,-,0,0,3,.263,.273,.536,2011,G
43,鶴岡一成,右,.218,34,63,55,6,12,1,8.3,1,0,0,-,13,1,9,4,1,1,3,0,0,0,-,1,0,0,.283,.236,.520,2011,G
44,紺田敏正,左,.289,21,40,38,3,11,2,18.2,1,0,0,-,12,1,6,2,0,0,0,0,1,2,33.3,0,0,0,.325,.316,.641,2011,G
48,矢野謙次,右,.252,53,116,107,10,27,3,11.1,7,0,1,1-0-0,37,11,20,4,1,1,3,1,2,1,66.7,0,0,3,.283,.346,.629,2011,G
50,加治前竜一,右,.222,6,9,9,1,2,0,0.0,0,0,0,-,2,0,3,0,0,0,0,0,0,0,-,0,0,0,.222,.222,.444,2011,G
51,古城茂幸,左,.246,74,157,134,12,33,2,6.1,3,1,1,1-0-0,41,12,29,11,3,6,5,1,1,0,100.0,3,0,1,.329,.306,.635,2011,G
52,円谷英俊,左,.118,13,20,17,1,2,0,0.0,1,0,0,-,3,1,5,1,1,1,1,0,0,0,-,1,0,0,.211,.176,.387,2011,G
53,實松一成,右,.273,20,24,22,3,6,1,16.7,0,0,2,1-1-0,12,3,10,0,0,0,2,0,0,0,-,0,1,0,.273,.545,.818,2011,G
54,藤村大介,左,.222,119,407,352,40,78,21,26.9,7,0,0,-,85,15,74,20,1,2,30,3,28,7,80.0,5,0,3,.265,.241,.507,2011,G
55,大田泰示,右,.154,12,28,26,4,4,1,25.0,1,0,0,-,5,3,9,0,0,0,1,1,0,0,-,1,0,0,.148,.192,.340,2011,G
61,中井大介,右,.000,2,2,2,0,0,0,-,0,0,0,-,0,0,1,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2011,G
65,橋本到,左,.192,33,30,26,5,5,1,20.0,0,0,0,-,5,0,10,2,0,0,2,0,3,2,60.0,0,0,0,.250,.192,.442,2011,G
66,田中大二郎,左,.154,25,47,39,0,6,0,0.0,3,0,0,-,9,1,6,2,1,4,2,0,0,0,-,0,0,0,.267,.231,.497,2011,G
69,隠善智也,左,.000,3,1,1,0,0,0,-,0,0,0,-,0,0,1,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2011,G
11,久保裕也,右,.000,67,1,1,0,0,0,-,0,0,0,-,0,0,1,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2011,G
13,高木康成,左,-,47,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2011,G
15,澤村拓一,右,.077,30,61,52,2,4,1,25.0,1,0,0,-,5,2,34,3,0,0,6,0,0,0,-,3,0,0,.127,.096,.223,2011,G
17,東野峻,右,.070,32,46,43,1,3,1,33.3,0,0,1,0-1-0,6,1,17,0,0,0,3,0,0,0,-,2,0,1,.070,.140,.209,2011,G
22,越智大祐,右,-,42,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2011,G
26,内海哲也,左,.125,29,59,56,1,7,3,42.9,0,0,0,-,7,1,24,1,0,0,2,0,0,0,-,1,0,0,.140,.125,.265,2011,G
28,金刃憲人,左,.000,25,8,8,0,0,0,-,0,0,0,-,0,0,3,0,0,0,0,0,0,0,-,0,0,1,.000,.000,.000,2011,G
29,グライシンガー,右,.071,9,14,14,0,1,0,0.0,0,0,0,-,1,0,6,0,0,0,0,0,0,0,-,0,0,0,.071,.071,.143,2011,G
35,西村健太朗,右,.103,38,32,29,0,3,0,0.0,1,0,0,-,4,3,19,0,0,0,3,0,0,0,-,1,0,0,.103,.138,.241,2011,G
36,ＭＩＣＨＥＡＬ,右,-,7,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2011,G
39,ロメロ,右,-,41,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2011,G
41,アルバラデホ,右,-,46,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,2,0,0,-,-,.000,2011,G
42,トーレス,右,.000,6,9,9,0,0,0,-,0,0,0,-,0,0,9,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2011,G
45,野間口貴彦,右,-,12,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2011,G
47,山口鉄也,左,.000,60,2,2,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2011,G
49,ゴンザレス,右,.150,13,26,20,1,3,0,0.0,0,0,0,-,3,1,7,0,0,0,6,0,0,0,-,1,0,0,.150,.150,.300,2011,G
59,福田聡志,右,.000,6,4,3,0,0,0,-,0,0,0,-,0,0,1,0,0,0,1,0,0,0,-,0,0,0,.000,.000,.000,2011,G
60,小野淳平,右,.214,14,14,14,0,3,1,33.3,0,0,0,-,3,1,6,0,0,0,0,0,0,0,-,0,0,0,.214,.214,.429,2011,G
94,小山雄輝,右,.000,3,4,3,0,0,0,-,0,0,0,-,0,0,2,0,0,0,1,0,0,0,-,0,0,0,.000,.000,.000,2011,G
95,星野真澄,左,-,3,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2011,G
99,藤井秀悟,左,.000,1,1,1,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2011,G
00,寺内崇幸,右,.241,103,225,191,22,46,6,13.0,5,1,1,1-0-0,56,5,43,16,0,3,13,2,11,2,84.6,5,0,6,.307,.293,.600,2012,G
0,藤村大介,左,.252,109,279,238,30,60,19,31.7,7,2,0,-,71,10,35,15,0,0,26,0,14,7,66.7,3,0,2,.296,.298,.595,2012,G
2,小笠原道大,左,.152,34,99,92,4,14,1,7.1,3,0,0,-,17,4,22,5,0,0,1,1,0,0,-,0,0,1,.194,.185,.379,2012,G
6,坂本勇人,右,.311,144,619,557,87,173,12,6.9,35,2,14,11-2-1,254,69,90,39,1,6,12,5,16,1,94.1,15,0,5,.359,.456,.815,2012,G
7,長野久義,右,.301,144,653,574,84,173,28,16.2,29,2,14,11-1-1,248,60,100,75,5,1,2,1,20,7,74.1,2,0,5,.382,.432,.815,2012,G
8,谷佳知,右,.258,89,255,229,19,59,6,10.2,5,0,3,3-0-0,73,22,48,14,2,0,11,1,1,2,33.3,3,0,5,.299,.319,.618,2012,G
9,亀井義行,左,.236,60,117,110,12,26,3,11.5,7,3,2,1-1-0,45,11,13,4,1,1,2,0,0,0,-,1,0,3,.270,.409,.679,2012,G
10,阿部慎之助,左,.340,138,556,467,72,159,4,2.5,22,1,27,21-3-2,264,104,47,69,6,9,2,8,0,0,-,10,1,11,.429,.565,.994,2012,G
12,鈴木尚広,右,.250,91,21,20,17,5,1,20.0,0,0,0,-,5,3,3,1,0,0,0,0,16,2,88.9,0,0,0,.286,.250,.536,2012,G
24,高橋由伸,左,.239,130,442,368,30,88,2,2.3,17,0,8,8-0-0,129,56,77,61,4,8,1,4,2,3,40.0,1,0,14,.356,.351,.707,2012,G
25,村田修一,右,.252,144,575,516,49,130,5,3.8,27,0,12,11-1-0,193,58,85,36,3,15,2,6,1,3,25.0,13,0,16,.316,.374,.690,2012,G
27,實松一成,右,.189,58,92,74,6,14,0,0.0,3,0,2,1-0-1,23,5,26,9,2,3,6,0,0,0,-,2,1,0,.302,.311,.613,2012,G
31,松本哲也,左,.258,83,229,198,29,51,12,23.5,7,2,0,-,62,11,34,17,0,0,12,2,12,2,85.7,2,0,4,.313,.313,.626,2012,G
33,石井義人,左,.315,51,64,54,4,17,0,0.0,2,0,0,-,19,14,9,7,0,0,1,2,0,0,-,1,0,0,.381,.352,.733,2012,G
36,ボウカー,左,.196,69,204,184,12,36,2,5.6,10,1,3,1-1-1,57,10,54,16,2,2,2,0,2,0,100.0,0,0,3,.267,.310,.577,2012,G
40,加藤健,右,.158,13,20,19,1,3,0,0.0,0,0,0,-,3,0,1,1,0,0,0,0,0,0,-,1,0,0,.200,.158,.358,2012,G
42,エドガー,右,.236,57,190,174,13,41,0,0.0,12,0,4,4-0-0,65,19,46,13,0,1,1,1,0,2,0.0,1,0,6,.291,.374,.665,2012,G
44,中谷仁,右,.000,5,3,2,0,0,0,-,0,0,0,-,0,0,2,0,0,0,1,0,0,0,-,0,0,0,.000,.000,.000,2012,G
48,矢野謙次,右,.307,62,119,101,10,31,5,16.1,4,1,1,1-0-0,40,4,18,12,2,2,4,0,0,0,-,0,0,4,.391,.396,.787,2012,G
50,加治前竜一,右,.242,47,68,62,1,15,3,20.0,2,0,0,-,17,8,11,4,0,0,1,1,1,0,100.0,1,0,1,.284,.274,.558,2012,G
51,古城茂幸,左,.209,65,149,129,12,27,5,18.5,4,1,0,-,33,8,28,12,3,0,6,2,2,0,100.0,2,0,5,.273,.256,.529,2012,G
52,隠善智也,左,.095,22,25,21,0,2,0,0.0,0,0,0,-,2,1,4,4,0,0,0,0,0,0,-,0,0,0,.240,.095,.335,2012,G
53,高口隆行,右,.167,4,6,6,0,1,0,0.0,1,0,0,-,2,0,1,0,0,0,0,0,0,0,-,2,0,1,.167,.333,.500,2012,G
55,大田泰示,右,.254,21,70,63,9,16,5,31.3,4,1,2,2-0-0,28,7,15,7,0,0,0,0,3,2,60.0,2,0,3,.329,.444,.773,2012,G
61,中井大介,右,.269,16,31,26,1,7,2,28.6,0,1,0,-,9,1,7,5,0,0,0,0,1,0,100.0,0,0,0,.387,.346,.733,2012,G
69,市川友也,右,.000,5,8,7,0,0,0,-,0,0,0,-,0,1,1,0,0,1,0,0,0,0,-,1,0,0,.125,.000,.125,2012,G
11,久保裕也,右,-,2,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2012,G
13,高木康成,左,-,40,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2012,G
15,澤村拓一,右,.083,27,54,48,0,4,0,0.0,1,0,0,-,5,3,26,1,0,0,5,0,0,0,-,1,0,0,.102,.104,.206,2012,G
17,東野峻,右,.000,1,2,2,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2012,G
18,杉内俊哉,左,.045,24,51,44,0,2,0,0.0,0,0,0,-,2,0,23,4,0,0,3,0,0,0,-,0,0,1,.125,.045,.170,2012,G
20,マシソン,右,-,40,1,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,1,0,0,0,-,0,0,0,-,-,.000,2012,G
22,越智大祐,右,-,5,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2012,G
26,内海哲也,左,.077,28,63,52,4,4,2,50.0,0,0,0,-,4,4,23,4,0,0,7,0,0,0,-,2,0,1,.143,.077,.220,2012,G
29,真田裕貴,右,-,1,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2012,G
30,宮國椋丞,右,.034,17,35,29,1,1,0,0.0,0,0,0,-,1,2,17,1,0,0,5,0,0,0,-,2,0,0,.067,.034,.101,2012,G
35,西村健太朗,右,.000,69,1,1,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2012,G
43,小野淳平,右,.000,9,1,1,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,1,.000,.000,.000,2012,G
45,野間口貴彦,右,-,3,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2012,G
46,一岡竜司,右,-,4,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2012,G
47,山口鉄也,左,-,72,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2012,G
49,ゴンザレス,右,.143,11,16,14,2,2,1,50.0,0,0,0,-,2,0,4,1,0,0,1,0,0,0,-,0,0,0,.200,.143,.343,2012,G
54,ホールトン,右,.167,25,52,48,3,8,0,0.0,0,0,1,1-0-0,11,5,28,1,0,0,3,0,0,0,-,3,0,0,.184,.229,.413,2012,G
57,高木京介,左,-,34,1,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,1,0,0,0,-,0,0,0,-,-,.000,2012,G
59,福田聡志,右,.000,50,3,2,0,0,0,-,0,0,0,-,0,0,1,0,0,0,1,0,0,0,-,0,0,0,.000,.000,.000,2012,G
60,星野真澄,左,.000,6,2,2,0,0,0,-,0,0,0,-,0,0,2,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2012,G
62,江柄子裕樹,右,.000,7,4,3,0,0,0,-,0,0,0,-,0,0,1,0,0,0,1,0,0,0,-,0,0,0,.000,.000,.000,2012,G
63,田原誠次,左,-,32,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2012,G
93,笠原将生,右,.000,4,4,3,0,0,0,-,0,0,0,-,0,0,0,1,0,0,0,0,0,0,-,0,0,1,.250,.000,.250,2012,G
94,小山雄輝,右,.091,10,11,11,0,1,0,0.0,0,0,0,-,1,0,7,0,0,0,0,0,0,0,-,0,0,0,.091,.091,.182,2012,G
39,ロメロ,右,-,1,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,1,0,0,-,-,.000,2012,G
00,寺内崇幸,右,.225,114,274,240,24,54,8,14.8,5,1,2,2-0-0,67,12,45,11,1,2,21,0,6,2,75.0,7,0,6,.265,.279,.544,2013,G
0,藤村大介,左,.191,40,72,68,8,13,4,30.8,1,0,0,-,14,1,13,3,0,0,1,0,4,1,80.0,1,0,0,.225,.206,.431,2013,G
2,小笠原道大,左,.250,22,40,36,2,9,1,11.1,2,0,1,1-0-0,14,8,7,2,0,1,0,1,0,1,0.0,0,0,2,.300,.389,.689,2013,G
5,ロペス,右,.303,121,467,429,45,130,11,8.5,26,0,18,15-2-1,210,55,57,25,1,5,5,3,1,1,50.0,4,0,12,.346,.490,.836,2013,G
6,坂本勇人,右,.265,144,620,554,73,147,10,6.8,33,1,12,8-3-1,218,54,87,55,1,4,4,3,24,4,85.7,11,0,11,.334,.394,.728,2013,G
7,長野久義,右,.281,144,642,590,82,166,12,7.2,21,3,19,14-5-0,250,65,101,48,0,1,3,0,14,5,73.7,2,0,6,.336,.424,.760,2013,G
8,谷佳知,右,.250,13,31,28,2,7,1,14.3,2,0,0,-,9,1,4,2,0,0,1,0,0,0,-,1,0,2,.300,.321,.621,2013,G
9,亀井善行,左,.257,86,324,296,31,76,4,5.3,17,0,3,2-0-0,102,25,36,17,0,1,9,1,3,2,60.0,2,0,5,.298,.345,.643,2013,G
10,阿部慎之助,左,.296,135,529,422,81,125,7,5.6,17,0,32,24-4-2,238,91,59,86,9,15,0,6,0,0,-,1,5,8,.427,.564,.991,2013,G
12,鈴木尚広,右,.227,80,25,22,13,5,0,0.0,1,0,0,-,6,1,0,0,0,0,3,0,13,3,81.3,0,0,0,.227,.273,.500,2013,G
23,脇谷亮太,左,.244,49,135,123,12,30,9,30.0,5,0,0,-,35,8,18,10,2,1,1,0,3,0,100.0,1,0,1,.306,.285,.591,2013,G
24,高橋由伸,左,.303,68,197,165,23,50,4,8.0,6,1,10,4-5-1,88,34,34,31,2,1,0,0,0,0,-,0,0,4,.416,.533,.950,2013,G
25,村田修一,右,.316,144,595,519,76,164,7,4.3,26,0,25,18-5-0,265,87,74,50,1,13,6,7,1,1,50.0,11,0,11,.385,.511,.896,2013,G
27,實松一成,右,.246,41,73,65,6,16,2,12.5,5,0,1,0-1-0,24,6,20,6,0,1,1,0,0,0,-,0,2,1,.319,.369,.689,2013,G
31,松本哲也,左,.237,91,222,190,24,45,11,24.4,4,0,0,-,49,5,34,21,0,1,9,1,11,5,68.8,1,0,2,.315,.258,.572,2013,G
32,橋本到,左,.239,35,111,92,9,22,4,18.2,3,1,1,1-0-0,30,8,30,7,0,1,10,1,3,3,50.0,0,0,0,.297,.326,.623,2013,G
33,石井義人,左,.203,62,70,64,1,13,0,0.0,0,0,0,-,13,2,18,6,1,0,0,0,0,0,-,2,0,0,.271,.203,.475,2013,G
38,井野卓,右,.000,10,8,6,1,0,0,-,0,0,0,-,0,0,2,1,0,0,1,0,0,0,-,0,0,1,.143,.000,.143,2013,G
39,大累進,右,-,2,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,1,0,0,-,-,.000,2013,G
40,加藤健,右,.214,12,31,28,2,6,0,0.0,1,0,0,-,7,2,4,2,0,1,0,0,0,0,-,1,0,2,.290,.250,.540,2013,G
42,ボウカー,左,.262,105,295,271,27,71,3,4.2,17,3,14,8-5-0,136,46,79,19,2,3,0,2,0,0,-,0,0,8,.315,.502,.817,2013,G
48,矢野謙次,右,.289,90,166,159,17,46,4,8.7,13,0,2,1-1-0,65,22,20,3,0,0,4,0,2,0,100.0,0,0,8,.302,.409,.711,2013,G
50,加治前竜一,右,.000,3,3,3,0,0,0,-,0,0,0,-,0,0,1,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2013,G
51,古城茂幸,左,.000,3,4,4,1,0,0,-,0,0,0,-,0,0,3,0,0,0,0,0,0,0,-,1,0,0,.000,.000,.000,2013,G
52,隠善智也,左,.000,1,1,1,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,.000,.000,.000,2013,G
53,高口隆行,右,.000,8,7,7,0,0,0,-,0,0,0,-,0,0,3,0,0,0,0,0,1,0,100.0,0,0,0,.000,.000,.000,2013,G
55,大田泰示,右,.161,21,38,31,3,5,0,0.0,0,0,0,-,5,2,9,4,1,0,2,1,1,0,100.0,0,0,0,.250,.161,.411,2013,G
56,坂口真規,右,.400,7,10,10,3,4,0,0.0,0,0,0,-,4,1,5,0,0,0,0,0,0,0,-,0,0,0,.400,.400,.800,2013,G
58,立岡宗一郎,両,.203,46,77,74,5,15,2,13.3,1,2,0,-,20,7,15,3,0,0,0,0,1,0,100.0,5,0,0,.234,.270,.504,2013,G
61,中井大介,右,.324,48,149,139,19,45,2,4.4,6,0,4,4-0-0,63,17,12,8,0,0,2,0,2,1,66.7,1,0,4,.361,.453,.814,2013,G
64,鬼屋敷正人,右,-,1,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2013,G
69,市川友也,右,-,1,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2013,G
95,河野元貴,左,.063,11,16,16,1,1,0,0.0,0,0,1,1-0-0,4,3,5,0,0,0,0,0,0,0,-,0,0,0,.063,.250,.313,2013,G
13,高木康成,左,-,1,0,0,0,0,0,-,0,0,0,-,0,0,0,0,0,0,0,0,0,0,-,0,0,0,-,-,.000,2013,G
15,澤村拓一,右,.026,34,46,38,0,1,0,0.0,0,0,0,-,1,1,24,3,0,0,5,0,0,0,-,2,0,1,.098,.026,.124,2013,G
